In,Out,date,weekday,hour,year,month,dayofyear,weekofyear,holiday
475,532,24,6,13,2021,1,24,3,0
491,551,24,6,14,2021,1,24,3,0
537,523,24,6,15,2021,1,24,3,0
619,463,24,6,16,2021,1,24,3,0
400,370,24,6,17,2021,1,24,3,0
197,179,24,6,18,2021,1,24,3,0
97,84,24,6,19,2021,1,24,3,0
74,62,24,6,20,2021,1,24,3,0
48,36,24,6,21,2021,1,24,3,0
34,29,24,6,22,2021,1,24,3,0
13,17,24,6,23,2021,1,24,3,0
13,11,25,0,0,2021,1,25,4,0
15,4,25,0,1,2021,1,25,4,0
4,8,25,0,2,2021,1,25,4,0
6,6,25,0,3,2021,1,25,4,0
13,6,25,0,4,2021,1,25,4,0
45,26,25,0,5,2021,1,25,4,0
86,65,25,0,6,2021,1,25,4,0
219,260,25,0,7,2021,1,25,4,0
278,305,25,0,8,2021,1,25,4,0
209,291,25,0,9,2021,1,25,4,0
209,303,25,0,10,2021,1,25,4,0
270,363,25,0,11,2021,1,25,4,0
304,340,25,0,12,2021,1,25,4,0
288,346,25,0,13,2021,1,25,4,0
379,345,25,0,14,2021,1,25,4,0
478,388,25,0,15,2021,1,25,4,0
515,436,25,0,16,2021,1,25,4,0
377,340,25,0,17,2021,1,25,4,0
201,136,25,0,18,2021,1,25,4,0
106,87,25,0,19,2021,1,25,4,0
71,63,25,0,20,2021,1,25,4,0
34,37,25,0,21,2021,1,25,4,0
41,20,25,0,22,2021,1,25,4,0
29,31,25,0,23,2021,1,25,4,0
24,11,26,1,0,2021,1,26,4,0
18,3,26,1,1,2021,1,26,4,0
6,6,26,1,2,2021,1,26,4,0
2,5,26,1,3,2021,1,26,4,0
13,6,26,1,4,2021,1,26,4,0
35,24,26,1,5,2021,1,26,4,0
103,74,26,1,6,2021,1,26,4,0
221,236,26,1,7,2021,1,26,4,0
305,283,26,1,8,2021,1,26,4,0
203,274,26,1,9,2021,1,26,4,0
205,298,26,1,10,2021,1,26,4,0
241,336,26,1,11,2021,1,26,4,0
271,373,26,1,12,2021,1,26,4,0
285,336,26,1,13,2021,1,26,4,0
364,310,26,1,14,2021,1,26,4,0
452,352,26,1,15,2021,1,26,4,0
505,405,26,1,16,2021,1,26,4,0
383,347,26,1,17,2021,1,26,4,0
186,140,26,1,18,2021,1,26,4,0
128,81,26,1,19,2021,1,26,4,0
57,60,26,1,20,2021,1,26,4,0
53,52,26,1,21,2021,1,26,4,0
33,21,26,1,22,2021,1,26,4,0
24,13,26,1,23,2021,1,26,4,0
17,10,27,2,0,2021,1,27,4,0
11,4,27,2,1,2021,1,27,4,0
3,2,27,2,2,2021,1,27,4,0
4,5,27,2,3,2021,1,27,4,0
13,6,27,2,4,2021,1,27,4,0
35,23,27,2,5,2021,1,27,4,0
90,69,27,2,6,2021,1,27,4,0
244,256,27,2,7,2021,1,27,4,0
292,316,27,2,8,2021,1,27,4,0
211,261,27,2,9,2021,1,27,4,0
192,295,27,2,10,2021,1,27,4,0
228,328,27,2,11,2021,1,27,4,0
252,340,27,2,12,2021,1,27,4,0
318,315,27,2,13,2021,1,27,4,0
386,308,27,2,14,2021,1,27,4,0
406,342,27,2,15,2021,1,27,4,0
444,365,27,2,16,2021,1,27,4,0
366,321,27,2,17,2021,1,27,4,0
189,172,27,2,18,2021,1,27,4,0
111,82,27,2,19,2021,1,27,4,0
97,64,27,2,20,2021,1,27,4,0
59,38,27,2,21,2021,1,27,4,0
39,16,27,2,22,2021,1,27,4,0
24,24,27,2,23,2021,1,27,4,0
25,11,28,3,0,2021,1,28,4,0
17,8,28,3,1,2021,1,28,4,0
10,3,28,3,2,2021,1,28,4,0
2,5,28,3,3,2021,1,28,4,0
10,6,28,3,4,2021,1,28,4,0
42,27,28,3,5,2021,1,28,4,0
98,83,28,3,6,2021,1,28,4,0
228,267,28,3,7,2021,1,28,4,0
293,310,28,3,8,2021,1,28,4,0
216,293,28,3,9,2021,1,28,4,0
208,323,28,3,10,2021,1,28,4,0
241,279,28,3,11,2021,1,28,4,0
272,326,28,3,12,2021,1,28,4,0
304,320,28,3,13,2021,1,28,4,0
385,273,28,3,14,2021,1,28,4,0
400,388,28,3,15,2021,1,28,4,0
548,403,28,3,16,2021,1,28,4,0
447,349,28,3,17,2021,1,28,4,0
250,174,28,3,18,2021,1,28,4,0
135,91,28,3,19,2021,1,28,4,0
101,77,28,3,20,2021,1,28,4,0
70,39,28,3,21,2021,1,28,4,0
49,20,28,3,22,2021,1,28,4,0
28,17,28,3,23,2021,1,28,4,0
17,12,29,4,0,2021,1,29,4,0
10,8,29,4,1,2021,1,29,4,0
8,6,29,4,2,2021,1,29,4,0
5,5,29,4,3,2021,1,29,4,0
10,10,29,4,4,2021,1,29,4,0
37,23,29,4,5,2021,1,29,4,0
100,87,29,4,6,2021,1,29,4,0
225,296,29,4,7,2021,1,29,4,0
298,382,29,4,8,2021,1,29,4,0
243,351,29,4,9,2021,1,29,4,0
279,346,29,4,10,2021,1,29,4,0
322,382,29,4,11,2021,1,29,4,0
469,407,29,4,12,2021,1,29,4,0
456,448,29,4,13,2021,1,29,4,0
524,445,29,4,14,2021,1,29,4,0
641,556,29,4,15,2021,1,29,4,0
811,575,29,4,16,2021,1,29,4,0
665,528,29,4,17,2021,1,29,4,0
391,255,29,4,18,2021,1,29,4,0
269,146,29,4,19,2021,1,29,4,0
197,109,29,4,20,2021,1,29,4,0
198,66,29,4,21,2021,1,29,4,0
79,23,29,4,22,2021,1,29,4,0
44,18,29,4,23,2021,1,29,4,0
19,12,30,5,0,2021,1,30,4,0
12,8,30,5,1,2021,1,30,4,0
3,4,30,5,2,2021,1,30,4,0
7,6,30,5,3,2021,1,30,4,0
9,9,30,5,4,2021,1,30,4,0
23,19,30,5,5,2021,1,30,4,0
70,103,30,5,6,2021,1,30,4,0
95,380,30,5,7,2021,1,30,4,0
160,396,30,5,8,2021,1,30,4,0
255,382,30,5,9,2021,1,30,4,0
351,400,30,5,10,2021,1,30,4,0
556,522,30,5,11,2021,1,30,4,0
651,574,30,5,12,2021,1,30,4,0
763,627,30,5,13,2021,1,30,4,0
843,696,30,5,14,2021,1,30,4,0
939,806,30,5,15,2021,1,30,4,0
1023,776,30,5,16,2021,1,30,4,0
756,643,30,5,17,2021,1,30,4,0
393,385,30,5,18,2021,1,30,4,0
213,215,30,5,19,2021,1,30,4,0
149,138,30,5,20,2021,1,30,4,0
120,77,30,5,21,2021,1,30,4,0
76,37,30,5,22,2021,1,30,4,0
33,26,30,5,23,2021,1,30,4,0
15,13,31,6,0,2021,1,31,4,0
11,11,31,6,1,2021,1,31,4,0
5,2,31,6,2,2021,1,31,4,0
5,4,31,6,3,2021,1,31,4,0
9,11,31,6,4,2021,1,31,4,0
33,22,31,6,5,2021,1,31,4,0
45,93,31,6,6,2021,1,31,4,0
77,351,31,6,7,2021,1,31,4,0
122,337,31,6,8,2021,1,31,4,0
213,393,31,6,9,2021,1,31,4,0
324,545,31,6,10,2021,1,31,4,0
449,702,31,6,11,2021,1,31,4,0
604,667,31,6,12,2021,1,31,4,0
631,741,31,6,13,2021,1,31,4,0
648,715,31,6,14,2021,1,31,4,0
670,713,31,6,15,2021,1,31,4,0
676,670,31,6,16,2021,1,31,4,0
470,444,31,6,17,2021,1,31,4,0
208,234,31,6,18,2021,1,31,4,0
113,112,31,6,19,2021,1,31,4,0
79,60,31,6,20,2021,1,31,4,0
57,39,31,6,21,2021,1,31,4,0
48,27,31,6,22,2021,1,31,4,0
17,12,31,6,23,2021,1,31,4,0
10,4,1,0,0,2021,2,32,5,0
6,3,1,0,1,2021,2,32,5,0
6,3,1,0,2,2021,2,32,5,0
5,5,1,0,3,2021,2,32,5,0
11,9,1,0,4,2021,2,32,5,0
33,25,1,0,5,2021,2,32,5,0
111,76,1,0,6,2021,2,32,5,0
230,265,1,0,7,2021,2,32,5,0
270,379,1,0,8,2021,2,32,5,0
212,328,1,0,9,2021,2,32,5,0
240,337,1,0,10,2021,2,32,5,0
288,381,1,0,11,2021,2,32,5,0
368,390,1,0,12,2021,2,32,5,0
384,391,1,0,13,2021,2,32,5,0
408,371,1,0,14,2021,2,32,5,0
462,405,1,0,15,2021,2,32,5,0
480,437,1,0,16,2021,2,32,5,0
359,331,1,0,17,2021,2,32,5,0
178,129,1,0,18,2021,2,32,5,0
96,69,1,0,19,2021,2,32,5,0
52,47,1,0,20,2021,2,32,5,0
45,35,1,0,21,2021,2,32,5,0
36,17,1,0,22,2021,2,32,5,0
17,20,1,0,23,2021,2,32,5,0
19,11,2,1,0,2021,2,33,5,0
19,7,2,1,1,2021,2,33,5,0
5,4,2,1,2,2021,2,33,5,0
4,5,2,1,3,2021,2,33,5,0
13,7,2,1,4,2021,2,33,5,0
29,21,2,1,5,2021,2,33,5,0
92,74,2,1,6,2021,2,33,5,0
229,269,2,1,7,2021,2,33,5,0
277,350,2,1,8,2021,2,33,5,0
203,302,2,1,9,2021,2,33,5,0
213,323,2,1,10,2021,2,33,5,0
244,358,2,1,11,2021,2,33,5,0
295,343,2,1,12,2021,2,33,5,0
374,328,2,1,13,2021,2,33,5,0
370,324,2,1,14,2021,2,33,5,0
405,332,2,1,15,2021,2,33,5,0
444,378,2,1,16,2021,2,33,5,0
365,309,2,1,17,2021,2,33,5,0
208,137,2,1,18,2021,2,33,5,0
110,92,2,1,19,2021,2,33,5,0
75,50,2,1,20,2021,2,33,5,0
58,28,2,1,21,2021,2,33,5,0
44,18,2,1,22,2021,2,33,5,0
31,16,2,1,23,2021,2,33,5,0
16,6,3,2,0,2021,2,34,5,0
13,3,3,2,1,2021,2,34,5,0
9,5,3,2,2,2021,2,34,5,0
9,3,3,2,3,2021,2,34,5,0
14,8,3,2,4,2021,2,34,5,0
21,23,3,2,5,2021,2,34,5,0
96,85,3,2,6,2021,2,34,5,0
204,335,3,2,7,2021,2,34,5,0
258,429,3,2,8,2021,2,34,5,0
206,285,3,2,9,2021,2,34,5,0
166,244,3,2,10,2021,2,34,5,0
228,282,3,2,11,2021,2,34,5,0
284,281,3,2,12,2021,2,34,5,0
292,303,3,2,13,2021,2,34,5,0
326,282,3,2,14,2021,2,34,5,0
470,326,3,2,15,2021,2,34,5,0
572,365,3,2,16,2021,2,34,5,0
375,348,3,2,17,2021,2,34,5,0
200,159,3,2,18,2021,2,34,5,0
110,97,3,2,19,2021,2,34,5,0
97,63,3,2,20,2021,2,34,5,0
59,38,3,2,21,2021,2,34,5,0
48,27,3,2,22,2021,2,34,5,0
29,18,3,2,23,2021,2,34,5,0
14,5,4,3,0,2021,2,35,5,0
12,6,4,3,1,2021,2,35,5,0
4,3,4,3,2,2021,2,35,5,0
5,5,4,3,3,2021,2,35,5,0
18,7,4,3,4,2021,2,35,5,0
28,21,4,3,5,2021,2,35,5,0
89,79,4,3,6,2021,2,35,5,0
219,305,4,3,7,2021,2,35,5,0
319,380,4,3,8,2021,2,35,5,0
215,286,4,3,9,2021,2,35,5,0
234,286,4,3,10,2021,2,35,5,0
257,326,4,3,11,2021,2,35,5,0
332,381,4,3,12,2021,2,35,5,0
336,340,4,3,13,2021,2,35,5,0
404,337,4,3,14,2021,2,35,5,0
445,382,4,3,15,2021,2,35,5,0
560,431,4,3,16,2021,2,35,5,0
422,364,4,3,17,2021,2,35,5,0
224,165,4,3,18,2021,2,35,5,0
134,96,4,3,19,2021,2,35,5,0
102,64,4,3,20,2021,2,35,5,0
80,37,4,3,21,2021,2,35,5,0
58,19,4,3,22,2021,2,35,5,0
33,15,4,3,23,2021,2,35,5,0
17,6,5,4,0,2021,2,36,5,0
12,13,5,4,1,2021,2,36,5,0
6,7,5,4,2,2021,2,36,5,0
4,3,5,4,3,2021,2,36,5,0
11,7,5,4,4,2021,2,36,5,0
35,23,5,4,5,2021,2,36,5,0
70,92,5,4,6,2021,2,36,5,0
232,332,5,4,7,2021,2,36,5,0
272,413,5,4,8,2021,2,36,5,0
230,296,5,4,9,2021,2,36,5,0
233,310,5,4,10,2021,2,36,5,0
296,402,5,4,11,2021,2,36,5,0
346,407,5,4,12,2021,2,36,5,0
365,372,5,4,13,2021,2,36,5,0
403,265,5,4,14,2021,2,36,5,0
477,305,5,4,15,2021,2,36,5,0
562,280,5,4,16,2021,2,36,5,0
443,269,5,4,17,2021,2,36,5,0
225,140,5,4,18,2021,2,36,5,0
182,95,5,4,19,2021,2,36,5,0
130,46,5,4,20,2021,2,36,5,0
119,38,5,4,21,2021,2,36,5,0
70,22,5,4,22,2021,2,36,5,0
45,18,5,4,23,2021,2,36,5,0
30,14,6,5,0,2021,2,37,5,0
11,5,6,5,1,2021,2,37,5,0
4,5,6,5,2,2021,2,37,5,0
2,1,6,5,3,2021,2,37,5,0
11,4,6,5,4,2021,2,37,5,0
24,23,6,5,5,2021,2,37,5,0
58,118,6,5,6,2021,2,37,5,0
91,358,6,5,7,2021,2,37,5,0
114,320,6,5,8,2021,2,37,5,0
160,246,6,5,9,2021,2,37,5,0
208,300,6,5,10,2021,2,37,5,0
278,292,6,5,11,2021,2,37,5,0
356,286,6,5,12,2021,2,37,5,0
388,288,6,5,13,2021,2,37,5,0
402,267,6,5,14,2021,2,37,5,0
493,287,6,5,15,2021,2,37,5,0
595,313,6,5,16,2021,2,37,5,0
478,228,6,5,17,2021,2,37,5,0
179,160,6,5,18,2021,2,37,5,0
118,74,6,5,19,2021,2,37,5,0
100,49,6,5,20,2021,2,37,5,0
62,36,6,5,21,2021,2,37,5,0
41,29,6,5,22,2021,2,37,5,0
24,16,6,5,23,2021,2,37,5,0
19,9,7,6,0,2021,2,38,5,0
8,2,7,6,1,2021,2,38,5,0
7,2,7,6,2,2021,2,38,5,0
2,1,7,6,3,2021,2,38,5,0
8,5,7,6,4,2021,2,38,5,0
24,16,7,6,5,2021,2,38,5,0
41,50,7,6,6,2021,2,38,5,0
64,147,7,6,7,2021,2,38,5,0
86,184,7,6,8,2021,2,38,5,0
103,258,7,6,9,2021,2,38,5,0
174,354,7,6,10,2021,2,38,5,0
252,320,7,6,11,2021,2,38,5,0
276,293,7,6,12,2021,2,38,5,0
294,246,7,6,13,2021,2,38,5,0
353,260,7,6,14,2021,2,38,5,0
347,234,7,6,15,2021,2,38,5,0
372,179,7,6,16,2021,2,38,5,0
260,154,7,6,17,2021,2,38,5,0
142,88,7,6,18,2021,2,38,5,0
69,42,7,6,19,2021,2,38,5,0
68,34,7,6,20,2021,2,38,5,0
39,39,7,6,21,2021,2,38,5,0
38,13,7,6,22,2021,2,38,5,0
22,13,7,6,23,2021,2,38,5,0
18,10,8,0,0,2021,2,39,6,0
5,1,8,0,1,2021,2,39,6,0
2,2,8,0,2,2021,2,39,6,0
1,3,8,0,3,2021,2,39,6,0
8,5,8,0,4,2021,2,39,6,0
27,20,8,0,5,2021,2,39,6,0
85,70,8,0,6,2021,2,39,6,0
225,157,8,0,7,2021,2,39,6,0
261,217,8,0,8,2021,2,39,6,0
180,201,8,0,9,2021,2,39,6,0
161,262,8,0,10,2021,2,39,6,0
238,263,8,0,11,2021,2,39,6,0
230,259,8,0,12,2021,2,39,6,0
263,257,8,0,13,2021,2,39,6,0
288,260,8,0,14,2021,2,39,6,0
297,298,8,0,15,2021,2,39,6,0
353,323,8,0,16,2021,2,39,6,0
277,251,8,0,17,2021,2,39,6,0
165,134,8,0,18,2021,2,39,6,0
98,74,8,0,19,2021,2,39,6,0
73,52,8,0,20,2021,2,39,6,0
59,49,8,0,21,2021,2,39,6,0
30,27,8,0,22,2021,2,39,6,0
21,18,8,0,23,2021,2,39,6,0
13,12,9,1,0,2021,2,40,6,0
7,2,9,1,1,2021,2,40,6,0
3,2,9,1,2,2021,2,40,6,0
3,4,9,1,3,2021,2,40,6,0
7,6,9,1,4,2021,2,40,6,0
27,19,9,1,5,2021,2,40,6,0
80,63,9,1,6,2021,2,40,6,0
212,160,9,1,7,2021,2,40,6,0
256,207,9,1,8,2021,2,40,6,0
184,203,9,1,9,2021,2,40,6,0
174,207,9,1,10,2021,2,40,6,0
219,237,9,1,11,2021,2,40,6,0
224,257,9,1,12,2021,2,40,6,0
220,266,9,1,13,2021,2,40,6,0
279,235,9,1,14,2021,2,40,6,0
275,269,9,1,15,2021,2,40,6,0
306,330,9,1,16,2021,2,40,6,0
298,233,9,1,17,2021,2,40,6,0
164,128,9,1,18,2021,2,40,6,0
104,81,9,1,19,2021,2,40,6,0
71,48,9,1,20,2021,2,40,6,0
37,42,9,1,21,2021,2,40,6,0
27,40,9,1,22,2021,2,40,6,0
14,11,9,1,23,2021,2,40,6,0
5,5,10,2,0,2021,2,41,6,0
8,1,10,2,1,2021,2,41,6,0
6,4,10,2,2,2021,2,41,6,0
5,5,10,2,3,2021,2,41,6,0
10,6,10,2,4,2021,2,41,6,0
21,14,10,2,5,2021,2,41,6,0
85,70,10,2,6,2021,2,41,6,0
197,148,10,2,7,2021,2,41,6,0
250,194,10,2,8,2021,2,41,6,0
197,189,10,2,9,2021,2,41,6,0
199,249,10,2,10,2021,2,41,6,0
221,242,10,2,11,2021,2,41,6,0
267,290,10,2,12,2021,2,41,6,0
232,287,10,2,13,2021,2,41,6,0
296,301,10,2,14,2021,2,41,6,0
304,274,10,2,15,2021,2,41,6,0
346,344,10,2,16,2021,2,41,6,0
332,291,10,2,17,2021,2,41,6,0
196,115,10,2,18,2021,2,41,6,0
92,94,10,2,19,2021,2,41,6,0
66,68,10,2,20,2021,2,41,6,0
49,43,10,2,21,2021,2,41,6,0
44,32,10,2,22,2021,2,41,6,0
29,23,10,2,23,2021,2,41,6,0
19,8,11,3,0,2021,2,42,6,0
4,4,11,3,1,2021,2,42,6,0
4,4,11,3,2,2021,2,42,6,0
2,2,11,3,3,2021,2,42,6,0
11,9,11,3,4,2021,2,42,6,0
24,25,11,3,5,2021,2,42,6,0
77,50,11,3,6,2021,2,42,6,0
212,150,11,3,7,2021,2,42,6,0
233,214,11,3,8,2021,2,42,6,0
172,164,11,3,9,2021,2,42,6,0
176,201,11,3,10,2021,2,42,6,0
212,254,11,3,11,2021,2,42,6,0
247,232,11,3,12,2021,2,42,6,0
306,289,11,3,13,2021,2,42,6,0
310,304,11,3,14,2021,2,42,6,0
352,329,11,3,15,2021,2,42,6,0
392,345,11,3,16,2021,2,42,6,0
361,289,11,3,17,2021,2,42,6,0
213,149,11,3,18,2021,2,42,6,0
129,91,11,3,19,2021,2,42,6,0
95,73,11,3,20,2021,2,42,6,0
66,53,11,3,21,2021,2,42,6,0
41,29,11,3,22,2021,2,42,6,0
37,19,11,3,23,2021,2,42,6,0
19,14,12,4,0,2021,2,43,6,0
9,2,12,4,1,2021,2,43,6,0
3,3,12,4,2,2021,2,43,6,0
6,3,12,4,3,2021,2,43,6,0
13,5,12,4,4,2021,2,43,6,0
27,29,12,4,5,2021,2,43,6,0
70,68,12,4,6,2021,2,43,6,0
183,197,12,4,7,2021,2,43,6,0
289,234,12,4,8,2021,2,43,6,0
223,272,12,4,9,2021,2,43,6,0
238,312,12,4,10,2021,2,43,6,0
323,359,12,4,11,2021,2,43,6,0
334,374,12,4,12,2021,2,43,6,0
407,350,12,4,13,2021,2,43,6,0
491,347,12,4,14,2021,2,43,6,0
574,400,12,4,15,2021,2,43,6,0
716,396,12,4,16,2021,2,43,6,0
635,375,12,4,17,2021,2,43,6,0
434,238,12,4,18,2021,2,43,6,0
233,154,12,4,19,2021,2,43,6,0
197,113,12,4,20,2021,2,43,6,0
127,101,12,4,21,2021,2,43,6,0
111,63,12,4,22,2021,2,43,6,0
65,43,12,4,23,2021,2,43,6,0
49,14,13,5,0,2021,2,44,6,0
12,5,13,5,1,2021,2,44,6,0
6,7,13,5,2,2021,2,44,6,0
5,5,13,5,3,2021,2,44,6,0
10,4,13,5,4,2021,2,44,6,0
28,11,13,5,5,2021,2,44,6,0
52,64,13,5,6,2021,2,44,6,0
84,289,13,5,7,2021,2,44,6,0
152,282,13,5,8,2021,2,44,6,0
190,324,13,5,9,2021,2,44,6,0
321,341,13,5,10,2021,2,44,6,0
460,504,13,5,11,2021,2,44,6,0
609,523,13,5,12,2021,2,44,6,0
714,500,13,5,13,2021,2,44,6,0
840,547,13,5,14,2021,2,44,6,0
936,563,13,5,15,2021,2,44,6,0
895,485,13,5,16,2021,2,44,6,0
780,450,13,5,17,2021,2,44,6,0
400,307,13,5,18,2021,2,44,6,0
225,219,13,5,19,2021,2,44,6,0
135,154,13,5,20,2021,2,44,6,0
101,103,13,5,21,2021,2,44,6,0
56,74,13,5,22,2021,2,44,6,0
57,53,13,5,23,2021,2,44,6,0
24,16,14,6,0,2021,2,45,6,0
14,11,14,6,1,2021,2,45,6,0
8,4,14,6,2,2021,2,45,6,0
3,5,14,6,3,2021,2,45,6,0
9,7,14,6,4,2021,2,45,6,0
26,18,14,6,5,2021,2,45,6,0
43,79,14,6,6,2021,2,45,6,0
93,304,14,6,7,2021,2,45,6,0
125,331,14,6,8,2021,2,45,6,0
222,436,14,6,9,2021,2,45,6,0
349,624,14,6,10,2021,2,45,6,0
562,805,14,6,11,2021,2,45,6,0
744,739,14,6,12,2021,2,45,6,0
834,747,14,6,13,2021,2,45,6,0
989,738,14,6,14,2021,2,45,6,0
1025,789,14,6,15,2021,2,45,6,0
1099,728,14,6,16,2021,2,45,6,0
706,578,14,6,17,2021,2,45,6,0
389,401,14,6,18,2021,2,45,6,0
206,283,14,6,19,2021,2,45,6,0
121,163,14,6,20,2021,2,45,6,0
65,111,14,6,21,2021,2,45,6,0
50,64,14,6,22,2021,2,45,6,0
40,37,14,6,23,2021,2,45,6,0
16,14,15,0,0,2021,2,46,7,1
10,10,15,0,1,2021,2,46,7,1
6,9,15,0,2,2021,2,46,7,1
5,5,15,0,3,2021,2,46,7,1
7,5,15,0,4,2021,2,46,7,1
22,24,15,0,5,2021,2,46,7,1
66,66,15,0,6,2021,2,46,7,1
107,260,15,0,7,2021,2,46,7,1
161,369,15,0,8,2021,2,46,7,1
191,507,15,0,9,2021,2,46,7,1
336,751,15,0,10,2021,2,46,7,1
532,897,15,0,11,2021,2,46,7,1
711,782,15,0,12,2021,2,46,7,1
716,777,15,0,13,2021,2,46,7,1
762,708,15,0,14,2021,2,46,7,1
812,715,15,0,15,2021,2,46,7,1
800,682,15,0,16,2021,2,46,7,1
660,557,15,0,17,2021,2,46,7,1
352,348,15,0,18,2021,2,46,7,1
145,213,15,0,19,2021,2,46,7,1
84,125,15,0,20,2021,2,46,7,1
69,65,15,0,21,2021,2,46,7,1
47,42,15,0,22,2021,2,46,7,1
20,23,15,0,23,2021,2,46,7,1
26,8,16,1,0,2021,2,47,7,0
9,11,16,1,1,2021,2,47,7,0
3,6,16,1,2,2021,2,47,7,0
6,4,16,1,3,2021,2,47,7,0
13,9,16,1,4,2021,2,47,7,0
34,20,16,1,5,2021,2,47,7,0
96,78,16,1,6,2021,2,47,7,0
221,336,16,1,7,2021,2,47,7,0
291,444,16,1,8,2021,2,47,7,0
241,453,16,1,9,2021,2,47,7,0
260,462,16,1,10,2021,2,47,7,0
325,488,16,1,11,2021,2,47,7,0
472,521,16,1,12,2021,2,47,7,0
503,466,16,1,13,2021,2,47,7,0
584,441,16,1,14,2021,2,47,7,0
697,533,16,1,15,2021,2,47,7,0
807,502,16,1,16,2021,2,47,7,0
547,409,16,1,17,2021,2,47,7,0
312,247,16,1,18,2021,2,47,7,0
193,152,16,1,19,2021,2,47,7,0
105,109,16,1,20,2021,2,47,7,0
68,74,16,1,21,2021,2,47,7,0
45,49,16,1,22,2021,2,47,7,0
31,26,16,1,23,2021,2,47,7,0
13,3,17,2,0,2021,2,48,7,0
11,3,17,2,1,2021,2,48,7,0
8,5,17,2,2,2021,2,48,7,0
1,3,17,2,3,2021,2,48,7,0
17,5,17,2,4,2021,2,48,7,0
28,30,17,2,5,2021,2,48,7,0
105,80,17,2,6,2021,2,48,7,0
207,330,17,2,7,2021,2,48,7,0
290,437,17,2,8,2021,2,48,7,0
255,468,17,2,9,2021,2,48,7,0
314,484,17,2,10,2021,2,48,7,0
358,531,17,2,11,2021,2,48,7,0
423,483,17,2,12,2021,2,48,7,0
481,444,17,2,13,2021,2,48,7,0
569,479,17,2,14,2021,2,48,7,0
701,541,17,2,15,2021,2,48,7,0
814,532,17,2,16,2021,2,48,7,0
634,429,17,2,17,2021,2,48,7,0
300,262,17,2,18,2021,2,48,7,0
170,180,17,2,19,2021,2,48,7,0
114,109,17,2,20,2021,2,48,7,0
81,75,17,2,21,2021,2,48,7,0
48,48,17,2,22,2021,2,48,7,0
29,23,17,2,23,2021,2,48,7,0
29,7,18,3,0,2021,2,49,7,0
13,7,18,3,1,2021,2,49,7,0
6,7,18,3,2,2021,2,49,7,0
3,4,18,3,3,2021,2,49,7,0
8,4,18,3,4,2021,2,49,7,0
25,26,18,3,5,2021,2,49,7,0
89,92,18,3,6,2021,2,49,7,0
207,321,18,3,7,2021,2,49,7,0
302,461,18,3,8,2021,2,49,7,0
276,401,18,3,9,2021,2,49,7,0
347,493,18,3,10,2021,2,49,7,0
425,519,18,3,11,2021,2,49,7,0
495,468,18,3,12,2021,2,49,7,0
543,528,18,3,13,2021,2,49,7,0
618,555,18,3,14,2021,2,49,7,0
628,528,18,3,15,2021,2,49,7,0
867,575,18,3,16,2021,2,49,7,0
686,513,18,3,17,2021,2,49,7,0
359,300,18,3,18,2021,2,49,7,0
194,155,18,3,19,2021,2,49,7,0
152,121,18,3,20,2021,2,49,7,0
86,60,18,3,21,2021,2,49,7,0
56,52,18,3,22,2021,2,49,7,0
38,19,18,3,23,2021,2,49,7,0
16,10,19,4,0,2021,2,50,7,0
11,10,19,4,1,2021,2,50,7,0
17,7,19,4,2,2021,2,50,7,0
7,6,19,4,3,2021,2,50,7,0
13,3,19,4,4,2021,2,50,7,0
31,32,19,4,5,2021,2,50,7,0
81,97,19,4,6,2021,2,50,7,0
227,372,19,4,7,2021,2,50,7,0
296,474,19,4,8,2021,2,50,7,0
273,433,19,4,9,2021,2,50,7,0
322,507,19,4,10,2021,2,50,7,0
451,558,19,4,11,2021,2,50,7,0
600,546,19,4,12,2021,2,50,7,0
585,536,19,4,13,2021,2,50,7,0
727,592,19,4,14,2021,2,50,7,0
892,603,19,4,15,2021,2,50,7,0
940,597,19,4,16,2021,2,50,7,0
777,487,19,4,17,2021,2,50,7,0
550,328,19,4,18,2021,2,50,7,0
363,237,19,4,19,2021,2,50,7,0
256,163,19,4,20,2021,2,50,7,0
210,126,19,4,21,2021,2,50,7,0
94,67,19,4,22,2021,2,50,7,0
63,60,19,4,23,2021,2,50,7,0
44,17,20,5,0,2021,2,51,7,0
21,16,20,5,1,2021,2,51,7,0
8,7,20,5,2,2021,2,51,7,0
10,6,20,5,3,2021,2,51,7,0
12,4,20,5,4,2021,2,51,7,0
40,37,20,5,5,2021,2,51,7,0
53,116,20,5,6,2021,2,51,7,0
146,455,20,5,7,2021,2,51,7,0
204,486,20,5,8,2021,2,51,7,0
300,468,20,5,9,2021,2,51,7,0
380,587,20,5,10,2021,2,51,7,0
655,641,20,5,11,2021,2,51,7,0
936,659,20,5,12,2021,2,51,7,0
1022,761,20,5,13,2021,2,51,7,0
1060,879,20,5,14,2021,2,51,7,0
1183,883,20,5,15,2021,2,51,7,0
1170,888,20,5,16,2021,2,51,7,0
832,767,20,5,17,2021,2,51,7,0
407,477,20,5,18,2021,2,51,7,0
257,296,20,5,19,2021,2,51,7,0
161,213,20,5,20,2021,2,51,7,0
143,153,20,5,21,2021,2,51,7,0
73,89,20,5,22,2021,2,51,7,0
55,58,20,5,23,2021,2,51,7,0
26,14,21,6,0,2021,2,52,7,0
17,10,21,6,1,2021,2,52,7,0
3,9,21,6,2,2021,2,52,7,0
7,4,21,6,3,2021,2,52,7,0
13,9,21,6,4,2021,2,52,7,0
