Year,Month,Day,Hour Ending,Westbound,Eastbound,Two Way,Day of Week
2018,9,17,700,296,96,392,Monday
2018,9,17,600,103,43,146,Monday
2018,9,17,500,49,30,79,Monday
2018,9,17,400,30,43,73,Monday
2018,9,17,300,36,45,81,Monday
2018,9,17,200,38,49,87,Monday
2018,9,17,100,44,84,128,Monday
2018,9,16,2400,82,157,239,Sunday
2018,9,16,2300,106,212,318,Sunday
2018,9,16,2200,170,428,598,Sunday
2018,9,16,2100,243,595,838,Sunday
2018,9,16,2000,309,898,1207,Sunday
2018,9,16,1900,381,1044,1425,Sunday
2018,9,16,1800,522,1526,2048,Sunday
2018,9,16,1700,639,1428,2067,Sunday
2018,9,16,1600,729,1358,2087,Sunday
2018,9,16,1500,750,1286,2036,Sunday
2018,9,16,1400,882,1238,2120,Sunday
2018,9,16,1300,938,1124,2062,Sunday
2018,9,16,1200,1197,1100,2297,Sunday
2018,9,16,1100,1081,711,1792,Sunday
2018,9,16,1000,870,429,1299,Sunday
2018,9,16,900,550,245,795,Sunday
2018,9,16,800,285,127,412,Sunday
2018,9,16,700,162,87,249,Sunday
2018,9,16,600,79,35,114,Sunday
2018,9,16,500,29,33,62,Sunday
2018,9,16,400,35,28,63,Sunday
2018,9,16,300,31,44,75,Sunday
2018,9,16,200,31,60,91,Sunday
2018,9,16,100,58,105,163,Sunday
2018,9,15,2400,79,144,223,Saturday
2018,9,15,2300,127,261,388,Saturday
2018,9,15,2200,161,434,595,Saturday
2018,9,15,2100,237,597,834,Saturday
2018,9,15,2000,275,874,1149,Saturday
2018,9,15,1900,460,1096,1556,Saturday
2018,9,15,1800,532,1193,1725,Saturday
2018,9,15,1700,602,1166,1768,Saturday
2018,9,15,1600,714,991,1705,Saturday
2018,9,15,1500,827,828,1655,Saturday
2018,9,15,1400,939,754,1693,Saturday
2018,9,15,1300,1119,715,1834,Saturday
2018,9,15,1200,1268,600,1868,Saturday
2018,9,15,1100,1295,526,1821,Saturday
2018,9,15,1000,1048,367,1415,Saturday
2018,9,15,900,662,261,923,Saturday
2018,9,15,800,441,125,566,Saturday
2018,9,15,700,217,73,290,Saturday
2018,9,15,600,92,55,147,Saturday
2018,9,15,500,45,34,79,Saturday
2018,9,15,400,35,34,69,Saturday
2018,9,15,300,36,50,86,Saturday
2018,9,15,200,40,73,113,Saturday
2018,9,15,100,55,88,143,Saturday
2018,9,14,2400,118,171,289,Friday
2018,9,14,2300,184,245,429,Friday
2018,9,14,2200,252,359,611,Friday
2018,9,14,2100,334,474,808,Friday
2018,9,14,2000,604,653,1257,Friday
2018,9,14,1900,754,886,1640,Friday
2018,9,14,1800,928,1241,2169,Friday
2018,9,14,1700,923,1227,2150,Friday
2018,9,14,1600,1006,1144,2150,Friday
2018,9,14,1500,1030,888,1918,Friday
2018,9,14,1400,959,726,1685,Friday
2018,9,14,1300,1009,606,1615,Friday
2018,9,14,1200,1192,527,1719,Friday
2018,9,14,1100,1255,473,1728,Friday
2018,9,14,1000,1051,402,1453,Friday
2018,9,14,900,915,364,1279,Friday
2018,9,14,800,618,199,817,Friday
2018,9,14,700,287,106,393,Friday
2018,9,14,600,136,59,195,Friday
2018,9,14,500,51,48,99,Friday
2018,9,14,400,38,39,77,Friday
2018,9,14,300,46,69,115,Friday
2018,9,14,200,54,62,116,Friday
2018,9,14,100,92,81,173,Friday
2018,9,13,2400,123,127,250,Thursday
2018,9,13,2300,153,225,378,Thursday
2018,9,13,2200,220,349,569,Thursday
2018,9,13,2100,314,452,766,Thursday
2018,9,13,2000,408,569,977,Thursday
2018,9,13,1900,474,776,1250,Thursday
2018,9,13,1800,628,1139,1767,Thursday
2018,9,13,1700,788,1148,1936,Thursday
2018,9,13,1600,824,969,1793,Thursday
2018,9,13,1500,823,826,1649,Thursday
2018,9,13,1400,776,682,1458,Thursday
2018,9,13,1300,812,684,1496,Thursday
2018,9,13,1200,1019,680,1699,Thursday
2018,9,13,1100,1046,549,1595,Thursday
2018,9,13,1000,914,402,1316,Thursday
2018,9,13,900,822,385,1207,Thursday
2018,9,13,800,678,230,908,Thursday
2018,9,13,700,267,133,400,Thursday
2018,9,13,600,122,44,166,Thursday
2018,9,13,500,46,38,84,Thursday
2018,9,13,400,37,41,78,Thursday
2018,9,13,300,61,47,108,Thursday
2018,9,13,200,103,63,166,Thursday
2018,9,13,100,61,119,180,Thursday
2018,9,12,2400,106,119,225,Wednesday
2018,9,12,2300,170,240,410,Wednesday
2018,9,12,2200,182,364,546,Wednesday
2018,9,12,2100,221,513,734,Wednesday
2018,9,12,2000,388,674,1062,Wednesday
2018,9,12,1900,419,923,1342,Wednesday
2018,9,12,1800,553,1209,1762,Wednesday
2018,9,12,1700,658,1115,1773,Wednesday
2018,9,12,1600,618,923,1541,Wednesday
2018,9,12,1500,739,828,1567,Wednesday
2018,9,12,1400,708,707,1415,Wednesday
2018,9,12,1300,768,679,1447,Wednesday
2018,9,12,1200,938,640,1578,Wednesday
2018,9,12,1100,1046,518,1564,Wednesday
2018,9,12,1000,1013,361,1374,Wednesday
2018,9,12,900,940,320,1260,Wednesday
2018,9,12,800,716,196,912,Wednesday
2018,9,12,700,346,99,445,Wednesday
2018,9,12,600,131,32,163,Wednesday
2018,9,12,500,56,24,80,Wednesday
2018,9,12,400,42,18,60,Wednesday
2018,9,12,300,41,28,69,Wednesday
2018,9,12,200,38,41,79,Wednesday
2018,9,12,100,74,91,165,Wednesday
2018,9,11,2400,86,152,238,Tuesday
2018,9,11,2300,146,218,364,Tuesday
2018,9,11,2200,179,439,618,Tuesday
2018,9,11,2100,279,609,888,Tuesday
2018,9,11,2000,351,745,1096,Tuesday
2018,9,11,1900,464,915,1379,Tuesday
2018,9,11,1800,499,1251,1750,Tuesday
2018,9,11,1700,692,1167,1859,Tuesday
2018,9,11,1600,696,928,1624,Tuesday
2018,9,11,1500,668,780,1448,Tuesday
2018,9,11,1400,688,635,1323,Tuesday
2018,9,11,1300,809,613,1422,Tuesday
2018,9,11,1200,1006,582,1588,Tuesday
2018,9,11,1100,1088,500,1588,Tuesday
2018,9,11,1000,1048,458,1506,Tuesday
2018,9,11,900,960,368,1328,Tuesday
2018,9,11,800,692,236,928,Tuesday
2018,9,11,700,304,132,436,Tuesday
2018,9,11,600,118,75,193,Tuesday
2018,9,11,500,55,54,109,Tuesday
2018,9,11,400,38,56,94,Tuesday
2018,9,11,300,36,57,93,Tuesday
2018,9,11,200,40,70,110,Tuesday
2018,9,11,100,62,100,162,Tuesday
2018,9,10,2400,104,129,233,Monday
2018,9,10,2300,130,244,374,Monday
2018,9,10,2200,176,452,628,Monday
2018,9,10,2100,240,582,822,Monday
2018,9,10,2000,324,641,965,Monday
2018,9,10,1900,423,1280,1703,Monday
2018,9,10,1800,585,1506,2091,Monday
2018,9,10,1700,681,1056,1737,Monday
2018,9,10,1600,688,806,1494,Monday
2018,9,10,1500,723,744,1467,Monday
2018,9,10,1400,766,814,1580,Monday
2018,9,10,1300,882,755,1637,Monday
2018,9,10,1200,1090,596,1686,Monday
2018,9,10,1100,1198,520,1718,Monday
2018,9,10,1000,1081,464,1545,Monday
2018,9,10,900,912,344,1256,Monday
2018,9,10,800,670,206,876,Monday
2018,9,10,700,302,116,418,Monday
2018,9,10,600,118,38,156,Monday
2018,9,10,500,39,38,77,Monday
2018,9,10,400,38,40,78,Monday
2018,9,10,300,31,47,78,Monday
2018,9,10,200,28,58,86,Monday
2018,9,10,100,45,118,163,Monday
2018,9,9,2400,68,205,273,Sunday
2018,9,9,2300,108,385,493,Sunday
2018,9,9,2200,143,559,702,Sunday
2018,9,9,2100,257,827,1084,Sunday
2018,9,9,2000,304,1180,1484,Sunday
2018,9,9,1900,442,1423,1865,Sunday
2018,9,9,1800,556,1802,2358,Sunday
2018,9,9,1700,677,1685,2362,Sunday
2018,9,9,1600,719,1604,2323,Sunday
2018,9,9,1500,855,1297,2152,Sunday
2018,9,9,1400,1120,1148,2268,Sunday
2018,9,9,1300,1214,1007,2221,Sunday
2018,9,9,1200,1326,910,2236,Sunday
2018,9,9,1100,1220,672,1892,Sunday
2018,9,9,1000,966,433,1399,Sunday
2018,9,9,900,720,285,1005,Sunday
2018,9,9,800,446,160,606,Sunday
2018,9,9,700,231,55,286,Sunday
2018,9,9,600,124,38,162,Sunday
2018,9,9,500,54,17,71,Sunday
2018,9,9,400,31,46,77,Sunday
2018,9,9,300,41,49,90,Sunday
2018,9,9,200,59,64,123,Sunday
2018,9,9,100,71,118,189,Sunday
2018,9,8,2400,92,240,332,Saturday
2018,9,8,2300,135,391,526,Saturday
2018,9,8,2200,184,711,895,Saturday
2018,9,8,2100,266,994,1260,Saturday
2018,9,8,2000,384,1167,1551,Saturday
2018,9,8,1900,486,1435,1921,Saturday
2018,9,8,1800,590,1374,1964,Saturday
2018,9,8,1700,747,1448,2195,Saturday
2018,9,8,1600,837,1105,1942,Saturday
2018,9,8,1500,1081,866,1947,Saturday
2018,9,8,1400,1237,789,2026,Saturday
2018,9,8,1300,1487,677,2164,Saturday
2018,9,8,1200,1541,684,2225,Saturday
2018,9,8,1100,1544,570,2114,Saturday
2018,9,8,1000,1220,448,1668,Saturday
2018,9,8,900,892,282,1174,Saturday
2018,9,8,800,520,144,664,Saturday
2018,9,8,700,257,82,339,Saturday
2018,9,8,600,123,49,172,Saturday
2018,9,8,500,53,40,93,Saturday
2018,9,8,400,33,54,87,Saturday
2018,9,8,300,49,43,92,Saturday
2018,9,8,200,51,74,125,Saturday
2018,9,8,100,78,136,214,Saturday
2018,9,7,2400,153,193,346,Friday
2018,9,7,2300,208,312,520,Friday
2018,9,7,2200,278,523,801,Friday
2018,9,7,2100,405,726,1131,Friday
2018,9,7,2000,694,835,1529,Friday
2018,9,7,1900,879,1144,2023,Friday
2018,9,7,1800,959,1370,2329,Friday
2018,9,7,1700,1158,1346,2504,Friday
2018,9,7,1600,1083,1188,2271,Friday
2018,9,7,1500,1023,999,2022,Friday
2018,9,7,1400,1069,751,1820,Friday
2018,9,7,1300,1188,742,1930,Friday
2018,9,7,1200,1336,618,1954,Friday
2018,9,7,1100,1282,570,1852,Friday
2018,9,7,1000,1112,423,1535,Friday
2018,9,7,900,1011,366,1377,Friday
2018,9,7,800,739,242,981,Friday
2018,9,7,700,405,126,531,Friday
2018,9,7,600,161,68,229,Friday
2018,9,7,500,60,55,115,Friday
2018,9,7,400,43,60,103,Friday
2018,9,7,300,60,62,122,Friday
2018,9,7,200,47,77,124,Friday
2018,9,7,100,104,115,219,Friday
2018,9,6,2400,133,177,310,Thursday
2018,9,6,2300,175,308,483,Thursday
2018,9,6,2200,238,513,751,Thursday
2018,9,6,2100,357,672,1029,Thursday
2018,9,6,2000,455,786,1241,Thursday
2018,9,6,1900,552,1025,1577,Thursday
2018,9,6,1800,721,1379,2100,Thursday
2018,9,6,1700,734,1235,1969,Thursday
2018,9,6,1600,826,974,1800,Thursday
2018,9,6,1500,806,720,1526,Thursday
2018,9,6,1400,832,594,1426,Thursday
2018,9,6,1300,943,610,1553,Thursday
2018,9,6,1200,1139,579,1718,Thursday
2018,9,6,1100,1238,456,1694,Thursday
2018,9,6,1000,1087,393,1480,Thursday
2018,9,6,900,991,362,1353,Thursday
2018,9,6,800,746,233,979,Thursday
2018,9,6,700,346,137,483,Thursday
2018,9,6,600,136,61,197,Thursday
2018,9,6,500,59,54,113,Thursday
2018,9,6,400,31,45,76,Thursday
2018,9,6,300,44,64,108,Thursday
2018,9,6,200,35,79,114,Thursday
2018,9,6,100,66,125,191,Thursday
2018,9,5,2400,104,161,265,Wednesday
2018,9,5,2300,155,290,445,Wednesday
2018,9,5,2200,210,529,739,Wednesday
2018,9,5,2100,304,652,956,Wednesday
2018,9,5,2000,361,858,1219,Wednesday
2018,9,5,1900,438,1063,1501,Wednesday
2018,9,5,1800,544,1380,1924,Wednesday
2018,9,5,1700,666,1157,1823,Wednesday
2018,9,5,1600,681,972,1653,Wednesday
2018,9,5,1500,719,856,1575,Wednesday
2018,9,5,1400,789,565,1354,Wednesday
2018,9,5,1300,897,586,1483,Wednesday
2018,9,5,1200,1128,545,1673,Wednesday
2018,9,5,1100,1226,443,1669,Wednesday
2018,9,5,1000,1021,430,1451,Wednesday
2018,9,5,900,936,363,1299,Wednesday
2018,9,5,800,746,250,996,Wednesday
2018,9,5,700,326,156,482,Wednesday
2018,9,5,600,160,71,231,Wednesday
2018,9,5,500,58,52,110,Wednesday
2018,9,5,400,41,62,103,Wednesday
2018,9,5,300,32,60,92,Wednesday
2018,9,5,200,46,76,122,Wednesday
2018,9,5,100,66,126,192,Wednesday
2018,9,4,2400,120,180,300,Tuesday
2018,9,4,2300,161,337,498,Tuesday
2018,9,4,2200,196,506,702,Tuesday
2018,9,4,2100,249,725,974,Tuesday
2018,9,4,2000,382,923,1305,Tuesday
2018,9,4,1900,468,1110,1578,Tuesday
2018,9,4,1800,582,1439,2021,Tuesday
2018,9,4,1700,650,1310,1960,Tuesday
2018,9,4,1600,694,1099,1793,Tuesday
2018,9,4,1500,730,889,1619,Tuesday
2018,9,4,1400,838,723,1561,Tuesday
2018,9,4,1300,882,726,1608,Tuesday
2018,9,4,1200,1151,641,1792,Tuesday
2018,9,4,1100,1161,595,1756,Tuesday
2018,9,4,1000,1035,441,1476,Tuesday
2018,9,4,900,904,395,1299,Tuesday
2018,9,4,800,727,241,968,Tuesday
2018,9,4,700,336,148,484,Tuesday
2018,9,4,600,132,44,176,Tuesday
2018,9,4,500,56,45,101,Tuesday
2018,9,4,400,30,49,79,Tuesday
2018,9,4,300,31,56,87,Tuesday
2018,9,4,200,27,77,104,Tuesday
2018,9,4,100,39,150,189,Tuesday
2018,9,3,2400,56,263,319,Monday
2018,9,3,2300,110,492,602,Monday
2018,9,3,2200,165,856,1021,Monday
2018,9,3,2100,224,1153,1377,Monday
2018,9,3,2000,318,1550,1868,Monday
2018,9,3,1900,414,1955,2369,Monday
2018,9,3,1800,520,1948,2468,Monday
2018,9,3,1700,668,2138,2806,Monday
2018,9,3,1600,749,2074,2823,Monday
2018,9,3,1500,857,1974,2831,Monday
2018,9,3,1400,1033,1968,3001,Monday
2018,9,3,1300,1234,1804,3038,Monday
2018,9,3,1200,1341,1599,2940,Monday
2018,9,3,1100,1142,1182,2324,Monday
2018,9,3,1000,937,693,1630,Monday
2018,9,3,900,684,409,1093,Monday
2018,9,3,800,473,177,650,Monday
2018,9,3,700,255,100,355,Monday
2018,9,3,600,102,49,151,Monday
2018,9,3,500,63,56,119,Monday
2018,9,3,400,24,57,81,Monday
2018,9,3,300,34,78,112,Monday
2018,9,3,200,39,103,142,Monday
2018,9,3,100,54,186,240,Monday
2018,9,2,2400,108,403,511,Sunday
2018,9,2,2300,128,724,852,Sunday
2018,9,2,2200,189,1224,1413,Sunday
2018,9,2,2100,293,1707,2000,Sunday
2018,9,2,2000,409,2057,2466,Sunday
2018,9,2,1900,579,2166,2745,Sunday
2018,9,2,1800,666,2312,2978,Sunday
2018,9,2,1700,825,2277,3102,Sunday
2018,9,2,1600,1079,1838,2917,Sunday
2018,9,2,1500,1383,1466,2849,Sunday
2018,9,2,1400,1740,1259,2999,Sunday
2018,9,2,1300,1982,1012,2994,Sunday
2018,9,2,1200,2052,878,2930,Sunday
2018,9,2,1100,1829,596,2425,Sunday
2018,9,2,1000,1496,390,1886,Sunday
2018,9,2,900,944,294,1238,Sunday
2018,9,2,800,580,166,746,Sunday
2018,9,2,700,321,111,432,Sunday
2018,9,2,600,141,40,181,Sunday
2018,9,2,500,91,41,132,Sunday
2018,9,2,400,37,90,127,Sunday
2018,9,2,300,39,51,90,Sunday
2018,9,2,200,43,75,118,Sunday
2018,9,2,100,68,140,208,Sunday
2018,9,1,2400,112,260,372,Saturday
2018,9,1,2300,163,511,674,Saturday
2018,9,1,2200,219,1021,1240,Saturday
2018,9,1,2100,346,1331,1677,Saturday
2018,9,1,2000,447,1794,2241,Saturday
2018,9,1,1900,599,1739,2338,Saturday
2018,9,1,1800,770,1776,2546,Saturday
2018,9,1,1700,957,1717,2674,Saturday
2018,9,1,1600,1295,1353,2648,Saturday
2018,9,1,1500,1540,1055,2595,Saturday
2018,9,1,1400,1877,891,2768,Saturday
2018,9,1,1300,2031,832,2863,Saturday
2018,9,1,1200,2226,747,2973,Saturday
2018,9,1,1100,2035,646,2681,Saturday
2018,9,1,1000,1806,457,2263,Saturday
2018,9,1,900,1306,331,1637,Saturday
2018,9,1,800,780,190,970,Saturday
2018,9,1,700,464,112,576,Saturday
2018,9,1,600,220,65,285,Saturday
2018,9,1,500,106,53,159,Saturday
2018,9,1,400,43,54,97,Saturday
2018,9,1,300,51,132,183,Saturday
2018,9,1,200,76,96,172,Saturday
2018,9,1,100,142,174,316,Saturday
2018,8,31,2400,206,256,462,Friday
2018,8,31,2300,318,432,750,Friday
2018,8,31,2200,497,638,1135,Friday
2018,8,31,2100,750,866,1616,Friday
2018,8,31,2000,1213,1015,2228,Friday
2018,8,31,1900,1391,1171,2562,Friday
2018,8,31,1800,1521,1536,3057,Friday
2018,8,31,1700,1636,1426,3062,Friday
2018,8,31,1600,1654,1355,3009,Friday
2018,8,31,1500,1674,1078,2752,Friday
2018,8,31,1400,1633,967,2600,Friday
2018,8,31,1300,1678,889,2567,Friday
2018,8,31,1200,1787,710,2497,Friday
2018,8,31,1100,1788,624,2412,Friday
2018,8,31,1000,1522,468,1990,Friday
2018,8,31,900,1270,360,1630,Friday
2018,8,31,800,939,252,1191,Friday
2018,8,31,700,424,115,539,Friday
2018,8,31,600,224,71,295,Friday
2018,8,31,500,84,75,159,Friday
2018,8,31,400,58,68,126,Friday
2018,8,31,300,66,92,158,Friday
2018,8,31,200,79,101,180,Friday
2018,8,31,100,103,147,250,Friday
2018,8,30,2400,184,185,369,Thursday
2018,8,30,2300,237,338,575,Thursday
2018,8,30,2200,336,487,823,Thursday
2018,8,30,2100,499,693,1192,Thursday
2018,8,30,2000,789,934,1723,Thursday
2018,8,30,1900,873,1151,2024,Thursday
2018,8,30,1800,986,1443,2429,Thursday
2018,8,30,1700,997,1494,2491,Thursday
2018,8,30,1600,1057,1294,2351,Thursday
2018,8,30,1500,1121,976,2097,Thursday
2018,8,30,1400,1175,844,2019,Thursday
2018,8,30,1300,1349,740,2089,Thursday
2018,8,30,1200,1469,646,2115,Thursday
2018,8,30,1100,1462,616,2078,Thursday
2018,8,30,1000,1252,429,1681,Thursday
2018,8,30,900,1082,403,1485,Thursday
2018,8,30,800,832,258,1090,Thursday
2018,8,30,700,393,145,538,Thursday
2018,8,30,600,165,59,224,Thursday
2018,8,30,500,66,53,119,Thursday
2018,8,30,400,48,53,101,Thursday
2018,8,30,300,42,66,108,Thursday
2018,8,30,200,61,79,140,Thursday
2018,8,30,100,73,113,186,Thursday
2018,8,29,2400,140,152,292,Wednesday
2018,8,29,2300,213,319,532,Wednesday
2018,8,29,2200,239,516,755,Wednesday
2018,8,29,2100,360,688,1048,Wednesday
2018,8,29,2000,468,921,1389,Wednesday
2018,8,29,1900,571,1249,1820,Wednesday
2018,8,29,1800,682,1510,2192,Wednesday
2018,8,29,1700,719,1465,2184,Wednesday
2018,8,29,1600,785,1217,2002,Wednesday
2018,8,29,1500,905,954,1859,Wednesday
2018,8,29,1400,1009,758,1767,Wednesday
2018,8,29,1300,1141,696,1837,Wednesday
2018,8,29,1200,1344,618,1962,Wednesday
2018,8,29,1100,1349,604,1953,Wednesday
2018,8,29,1000,1101,457,1558,Wednesday
2018,8,29,900,1112,436,1548,Wednesday
2018,8,29,800,753,267,1020,Wednesday
2018,8,29,700,341,144,485,Wednesday
2018,8,29,600,145,62,207,Wednesday
2018,8,29,500,57,81,138,Wednesday
2018,8,29,400,42,63,105,Wednesday
2018,8,29,300,46,72,118,Wednesday
2018,8,29,200,50,93,143,Wednesday
2018,8,29,100,79,129,208,Wednesday
2018,8,28,2400,108,237,345,Tuesday
2018,8,28,2300,187,353,540,Tuesday
2018,8,28,2200,224,602,826,Tuesday
2018,8,28,2100,287,786,1073,Tuesday
2018,8,28,2000,332,1007,1339,Tuesday
2018,8,28,1900,445,1264,1709,Tuesday
2018,8,28,1800,568,1454,2022,Tuesday
2018,8,28,1700,751,1450,2201,Tuesday
2018,8,28,1600,731,1182,1913,Tuesday
2018,8,28,1500,840,892,1732,Tuesday
2018,8,28,1400,923,776,1699,Tuesday
2018,8,28,1300,1139,687,1826,Tuesday
2018,8,28,1200,1300,602,1902,Tuesday
2018,8,28,1100,1370,531,1901,Tuesday
2018,8,28,1000,1111,405,1516,Tuesday
2018,8,28,900,973,372,1345,Tuesday
2018,8,28,800,780,250,1030,Tuesday
2018,8,28,700,321,119,440,Tuesday
2018,8,28,600,146,55,201,Tuesday
2018,8,28,500,53,48,101,Tuesday
2018,8,28,400,47,64,111,Tuesday
2018,8,28,300,36,50,86,Tuesday
2018,8,28,200,43,97,140,Tuesday
2018,8,28,100,62,131,193,Tuesday
2018,8,27,2400,117,218,335,Monday
2018,8,27,2300,156,433,589,Monday
2018,8,27,2200,228,681,909,Monday
2018,8,27,2100,285,872,1157,Monday
2018,8,27,2000,412,1136,1548,Monday
2018,8,27,1900,506,1626,2132,Monday
2018,8,27,1800,610,1411,2021,Monday
2018,8,27,1700,767,1333,2100,Monday
2018,8,27,1600,840,1100,1940,Monday
2018,8,27,1500,941,939,1880,Monday
2018,8,27,1400,1024,757,1781,Monday
2018,8,27,1300,1186,747,1933,Monday
2018,8,27,1200,1364,707,2071,Monday
2018,8,27,1100,1256,570,1826,Monday
2018,8,27,1000,1139,452,1591,Monday
2018,8,27,900,979,373,1352,Monday
2018,8,27,800,726,188,914,Monday
2018,8,27,700,287,134,421,Monday
2018,8,27,600,135,48,183,Monday
2018,8,27,500,54,41,95,Monday
2018,8,27,400,26,62,88,Monday
2018,8,27,300,40,62,102,Monday
2018,8,27,200,58,88,146,Monday
2018,8,27,100,66,127,193,Monday
2018,8,26,2400,97,203,300,Sunday
2018,8,26,2300,123,469,592,Sunday
2018,8,26,2200,202,651,853,Sunday
2018,8,26,2100,258,1038,1296,Sunday
2018,8,26,2000,399,1428,1827,Sunday
2018,8,26,1900,509,1729,2238,Sunday
2018,8,26,1800,650,1994,2644,Sunday
2018,8,26,1700,821,1923,2744,Sunday
2018,8,26,1600,936,1997,2933,Sunday
2018,8,26,1500,1068,1670,2738,Sunday
2018,8,26,1400,1170,1346,2516,Sunday
2018,8,26,1300,1343,1155,2498,Sunday
2018,8,26,1200,1473,1031,2504,Sunday
2018,8,26,1100,1280,759,2039,Sunday
2018,8,26,1000,1079,473,1552,Sunday
2018,8,26,900,718,284,1002,Sunday
2018,8,26,800,407,154,561,Sunday
2018,8,26,700,195,88,283,Sunday
2018,8,26,600,109,41,150,Sunday
2018,8,26,500,45,44,89,Sunday
2018,8,26,400,38,58,96,Sunday
2018,8,26,300,47,65,112,Sunday
2018,8,26,200,60,87,147,Sunday
2018,8,26,100,71,167,238,Sunday
2018,8,25,2400,105,262,367,Saturday
2018,8,25,2300,148,442,590,Saturday
2018,8,25,2200,216,807,1023,Saturday
2018,8,25,2100,323,1384,1707,Saturday
2018,8,25,2000,407,1659,2066,Saturday
2018,8,25,1900,514,1805,2319,Saturday
2018,8,25,1800,694,1862,2556,Saturday
2018,8,25,1700,754,1653,2407,Saturday
2018,8,25,1600,902,1232,2134,Saturday
2018,8,25,1500,1159,1291,2450,Saturday
2018,8,25,1400,1419,771,2190,Saturday
2018,8,25,1300,1649,712,2361,Saturday
2018,8,25,1200,1676,657,2333,Saturday
2018,8,25,1100,1593,565,2158,Saturday
2018,8,25,1000,1363,459,1822,Saturday
2018,8,25,900,1028,284,1312,Saturday
2018,8,25,800,641,187,828,Saturday
2018,8,25,700,327,102,429,Saturday
2018,8,25,600,159,59,218,Saturday
2018,8,25,500,78,52,130,Saturday
2018,8,25,400,47,77,124,Saturday
2018,8,25,300,52,149,201,Saturday
2018,8,25,200,58,270,328,Saturday
2018,8,25,100,97,292,389,Saturday
2018,8,24,2400,148,314,462,Friday
2018,8,24,2300,213,329,542,Friday
2018,8,24,2200,320,458,778,Friday
2018,8,24,2100,472,468,940,Friday
2018,8,24,2000,693,620,1313,Friday
2018,8,24,1900,964,828,1792,Friday
2018,8,24,1800,1072,1356,2428,Friday
2018,8,24,1700,1099,1444,2543,Friday
2018,8,24,1600,1119,1295,2414,Friday
2018,8,24,1500,1236,1162,2398,Friday
2018,8,24,1400,1161,1056,2217,Friday
2018,8,24,1300,1226,991,2217,Friday
2018,8,24,1200,1479,847,2326,Friday
2018,8,24,1100,1365,691,2056,Friday
2018,8,24,1000,1181,512,1693,Friday
2018,8,24,900,972,412,1384,Friday
2018,8,24,800,690,274,964,Friday
2018,8,24,700,334,125,459,Friday
2018,8,24,600,166,64,230,Friday
2018,8,24,500,60,57,117,Friday
2018,8,24,400,58,52,110,Friday
2018,8,24,300,48,67,115,Friday
2018,8,24,200,68,93,161,Friday
2018,8,24,100,91,165,256,Friday
2018,8,23,2400,138,280,418,Thursday
2018,8,23,2300,222,414,636,Thursday
2018,8,23,2200,292,667,959,Thursday
2018,8,23,2100,395,887,1282,Thursday
2018,8,23,2000,530,1102,1632,Thursday
2018,8,23,1900,708,1279,1987,Thursday
2018,8,23,1800,854,1476,2330,Thursday
2018,8,23,1700,824,1545,2369,Thursday
2018,8,23,1600,870,1322,2192,Thursday
2018,8,23,1500,1023,1138,2161,Thursday
2018,8,23,1400,1144,914,2058,Thursday
2018,8,23,1300,1348,817,2165,Thursday
2018,8,23,1200,1484,648,2132,Thursday
2018,8,23,1100,1393,587,1980,Thursday
2018,8,23,1000,1273,486,1759,Thursday
2018,8,23,900,1142,395,1537,Thursday
2018,8,23,800,844,269,1113,Thursday
2018,8,23,700,408,141,549,Thursday
2018,8,23,600,181,63,244,Thursday
2018,8,23,500,69,57,126,Thursday
2018,8,23,400,54,53,107,Thursday
2018,8,23,300,48,65,113,Thursday
2018,8,23,200,71,80,151,Thursday
2018,8,23,100,92,135,227,Thursday
2018,8,22,2400,130,297,427,Wednesday
2018,8,22,2300,167,436,603,Wednesday
2018,8,22,2200,248,714,962,Wednesday
2018,8,22,2100,299,855,1154,Wednesday
2018,8,22,2000,477,1158,1635,Wednesday
2018,8,22,1900,531,1359,1890,Wednesday
2018,8,22,1800,707,1724,2431,Wednesday
2018,8,22,1700,780,1468,2248,Wednesday
2018,8,22,1600,809,1279,2088,Wednesday
2018,8,22,1500,936,990,1926,Wednesday
2018,8,22,1400,1138,841,1979,Wednesday
2018,8,22,1300,1222,708,1930,Wednesday
2018,8,22,1200,1454,686,2140,Wednesday
2018,8,22,1100,1473,532,2005,Wednesday
2018,8,22,1000,1245,422,1667,Wednesday
2018,8,22,900,1157,402,1559,Wednesday
2018,8,22,800,910,330,1240,Wednesday
2018,8,22,700,389,112,501,Wednesday
2018,8,22,600,177,31,208,Wednesday
2018,8,22,500,63,39,102,Wednesday
2018,8,22,400,44,59,103,Wednesday
2018,8,22,300,52,83,135,Wednesday
2018,8,22,200,51,95,146,Wednesday
2018,8,22,100,72,192,264,Wednesday
2018,8,21,2400,124,180,304,Tuesday
2018,8,21,2300,182,365,547,Tuesday
2018,8,21,2200,274,754,1028,Tuesday
2018,8,21,2100,328,939,1267,Tuesday
2018,8,21,2000,429,1207,1636,Tuesday
2018,8,21,1900,576,1336,1912,Tuesday
2018,8,21,1800,580,1529,2109,Tuesday
2018,8,21,1700,709,1564,2273,Tuesday
2018,8,21,1600,797,1184,1981,Tuesday
2018,8,21,1500,847,897,1744,Tuesday
2018,8,21,1400,1048,865,1913,Tuesday
2018,8,21,1300,1249,665,1914,Tuesday
2018,8,21,1200,1467,652,2119,Tuesday
2018,8,21,1100,1448,560,2008,Tuesday
